state,cbsasub19,areaname19,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,state_alpha,pop2010,hu2010,cntyname,name
27,METRO33460N27143,"Sibley County, MN HUD Metro FMR Area",513,613,773,1070,1160,MN,15226,6582,Sibley County,Sibley County
30,METRO33540M33540,"Missoula, MT MSA",681,776,982,1420,1725,MT,109299,50106,Missoula County,Missoula County
1,METRO33660M33660,"Mobile, AL MSA",725,730,909,1203,1365,AL,412992,178196,Mobile County,Mobile County
6,METRO33700M33700,"Modesto, CA MSA",764,849,1074,1534,1813,CA,514453,179503,Stanislaus County,Stanislaus County
22,METRO33740M33740,"Monroe, LA MSA",619,623,798,1033,1079,LA,176441,75827,Ouachita Parish,Ouachita Parish
26,METRO33780M33780,"Monroe, MI MSA",689,706,929,1251,1256,MI,152021,62971,Monroe County,Monroe County
1,METRO33860M33860,"Montgomery, AL MSA",620,743,880,1112,1532,AL,374536,161573,Autauga County,Autauga County
54,METRO34060M34060,"Morgantown, WV MSA",716,725,841,1117,1139,WV,129709,58335,Monongalia County,Monongalia County
47,METRO34100M34100,"Morristown, TN MSA",540,571,755,1017,1021,TN,113951,50462,Hamblen County,Hamblen County
53,METRO34580M34580,"Mount Vernon-Anacortes, WA MSA",706,819,1047,1497,1708,WA,116901,51473,Skagit County,Skagit County
18,METRO34620M34620,"Muncie, IN MSA",590,593,777,1000,1219,IN,117671,52357,Delaware County,Delaware County
26,METRO34740M34740,"Muskegon, MI MSA",645,645,853,1136,1153,MI,172188,73561,Muskegon County,Muskegon County
45,METRO34820M34820,"Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area",841,845,988,1287,1485,SC,269291,185992,Horry County,Horry County
37,METRO34820M48900,"Brunswick County, NC HUD Metro FMR Area",777,816,944,1252,1445,NC,107431,77482,Brunswick County,Brunswick County
6,METRO34900M34900,"Napa, CA MSA",1177,1385,1832,2649,2885,CA,136484,54759,Napa County,Napa County
12,METRO34940M34940,"Naples-Immokalee-Marco Island, FL MSA",925,1174,1440,1910,2256,FL,321520,197298,Collier County,Collier County
47,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",884,970,1175,1550,1852,TN,1523830,638954,Cannon County,Cannon County
47,METRO34980N47081,"Hickman County, TN HUD Metro FMR Area",626,740,847,1061,1488,TN,24690,10311,Hickman County,Hickman County
47,METRO34980N47111,"Macon County, TN HUD Metro FMR Area",517,566,699,911,1097,TN,22248,9861,Macon County,Macon County
47,METRO34980N47119,"Maury County, TN HUD Metro FMR Area",668,764,904,1307,1409,TN,80956,35254,Maury County,Maury County
47,METRO34980N47159,"Smith County, TN HUD Metro FMR Area",544,556,736,922,1183,TN,19166,8529,Smith County,Smith County
37,METRO35100N37049,"Craven County, NC HUD Metro FMR Area",716,717,949,1312,1596,NC,103505,45002,Craven County,Craven County
37,METRO35100N37103,"Jones County, NC HUD Metro FMR Area",562,565,748,1012,1069,NC,10153,4838,Jones County,Jones County
37,METRO35100N37137,"Pamlico County, NC HUD Metro FMR Area",593,614,763,1009,1340,NC,13144,7534,Pamlico County,Pamlico County
9,METRO35300MM1160,"Milford-Ansonia-Seymour, CT HUD Metro FMR Area",944,1190,1470,1842,2225,CT,120182,51294,New Haven County,Ansonia town
9,METRO35300MM5480,"New Haven-Meriden, CT HUD Metro FMR Area",1121,1243,1500,1912,2213,CT,546503,227925,New Haven County,Bethany town
9,METRO35300MM8880,"Waterbury, CT HUD Metro FMR Area",747,943,1162,1456,1611,CT,195792,82785,New Haven County,Middlebury town
22,METRO35380M35380,"New Orleans-Metairie, LA HUD Metro FMR Area",769,898,1072,1387,1586,LA,1167764,538239,Jefferson Parish,Jefferson Parish
22,METRO35380N22093,"St. James Parish, LA HUD Metro FMR Area",594,721,826,1094,1451,LA,22102,8455,St. James Parish,St. James Parish
36,METRO35620M39100,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",1030,1140,1430,1829,2133,NY,670301,255663,Dutchess County,Dutchess County
34,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",1202,1425,1674,2111,2559,NJ,1406342,528354,Bergen County,Bergen County
34,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",1278,1435,1707,2139,2307,NJ,634266,270335,Hudson County,Hudson County
34,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",1224,1451,1863,2361,2774,NJ,1261651,467414,Hunterdon County,Hunterdon County
34,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",1014,1213,1579,2149,2440,NJ,1206947,536462,Monmouth County,Monmouth County
36,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",1337,1669,2055,2651,2970,NY,2832882,1038331,Nassau County,Nassau County
36,METRO35620MM5600,"New York, NY HUD Metro FMR Area",1700,1744,1997,2535,2699,NY,9535643,3884164,Bronx County,Bronx County
34,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",1118,1275,1553,1982,2317,NJ,1962009,764342,Essex County,Essex County
42,METRO35620MM5660,"Pike County, PA HUD Metro FMR Area",948,955,1263,1826,1908,PA,57369,38350,Pike County,Pike County
26,METRO35660M35660,"Niles-Benton Harbor, MI MSA",562,591,782,997,1157,MI,156813,76922,Berrien County,Berrien County
12,METRO35840M35840,"North Port-Sarasota-Bradenton, FL MSA",870,993,1266,1714,2092,FL,702281,401103,Manatee County,Manatee County
9,METRO35980M35980,"Norwich-New London, CT HUD Metro FMR Area",851,958,1219,1603,1924,CT,250679,111687,New London County,Bozrah town
9,METRO35980MM3280,"Colchester-Lebanon, CT HUD Metro FMR Area",884,995,1274,1842,1981,CT,23376,9307,New London County,Colchester town
12,METRO36100M36100,"Ocala, FL MSA",670,757,921,1226,1361,FL,331298,164050,Marion County,Marion County
34,METRO36140M36140,"Ocean City, NJ MSA",828,1070,1289,1752,1979,NJ,97265,98309,Cape May County,Cape May County
48,METRO36220M36220,"Odessa, TX MSA",860,991,1261,1580,2101,TX,137130,53027,Ector County,Ector County
49,METRO36260M36260,"Ogden-Clearfield, UT HUD Metro FMR Area",629,755,963,1365,1602,UT,547184,186763,Davis County,Davis County
49,METRO36260N49003,"Box Elder County, UT HUD Metro FMR Area",500,575,760,1060,1237,UT,49975,17326,Box Elder County,Box Elder County
40,METRO36420M36420,"Oklahoma City, OK HUD Metro FMR Area",678,733,923,1261,1558,OK,1166283,501650,Canadian County,Canadian County
40,METRO36420N40051,"Grady County, OK HUD Metro FMR Area",549,560,741,1025,1118,OK,52431,22219,Grady County,Grady County
40,METRO36420N40081,"Lincoln County, OK HUD Metro FMR Area",526,529,700,916,970,OK,34273,15208,Lincoln County,Lincoln County
53,METRO36500M36500,"Olympia-Tumwater, WA MSA",968,1003,1231,1780,2162,WA,252264,108182,Thurston County,Thurston County
19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",663,792,987,1330,1473,IA,844570,353106,Harrison County,Harrison County
31,METRO36540N31155,"Saunders County, NE HUD Metro FMR Area",565,634,838,1209,1446,NE,20780,9221,Saunders County,Saunders County
12,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",990,1067,1264,1674,1996,FL,2134411,942312,Lake County,Lake County
55,METRO36780M36780,"Oshkosh-Neenah, WI MSA",586,654,830,1113,1404,WI,166994,73329,Winnebago County,Winnebago County
21,METRO36980M36980,"Owensboro, KY MSA",567,604,789,1018,1208,KY,114752,49450,Daviess County,Daviess County
6,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",1237,1462,1926,2702,3240,CA,823318,281695,Ventura County,Ventura County
12,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",680,844,1059,1451,1780,FL,543376,269864,Brevard County,Brevard County
12,METRO37460M37460,"Panama City-Lynn Haven-Panama City Beach, FL HUD Metro FMR Area",815,923,1077,1522,1697,FL,168852,99650,Bay County,Bay County
12,METRO37460N12045,"Gulf County, FL HUD Metro FMR Area",734,739,978,1225,1505,FL,15863,9110,Gulf County,Gulf County
54,METRO37620M37620,"Parkersburg-Vienna, WV MSA",582,644,768,1057,1195,WV,92673,43446,Wirt County,Wirt County
12,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",840,845,1016,1428,1785,FL,448991,201463,Escambia County,Escambia County
17,METRO37900M37900,"Peoria, IL MSA",609,668,848,1086,1223,IL,379186,164283,Marshall County,Marshall County
10,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",908,1073,1298,1626,1856,DE,5965343,2433611,New Castle County,New Castle County
4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",797,929,1149,1661,1901,AZ,4192887,1798501,Maricopa County,Maricopa County
5,METRO38220M38220,"Pine Bluff, AR MSA",556,577,758,950,1193,AR,100258,41930,Cleveland County,Cleveland County
42,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",697,781,965,1225,1344,PA,2287344,1069528,Allegheny County,Allegheny County
42,METRO38300N42005,"Armstrong County, PA HUD Metro FMR Area",502,634,781,990,1056,PA,68941,32520,Armstrong County,Armstrong County
25,METRO38340M38340,"Pittsfield, MA HUD Metro FMR Area",743,885,1100,1409,1536,MA,82726,41612,Berkshire County,Adams town
25,METRO38340N25003,"Berkshire County, MA (part) HUD Metro FMR Area",1008,1014,1194,1496,1711,MA,48493,26896,Berkshire County,Alford town
16,METRO38540M38540,"Pocatello, ID MSA",477,561,742,1034,1303,ID,82839,33191,Bannock County,Bannock County
72,METRO38660M38660,"Ponce, PR HUD Metro FMR Area",433,445,509,736,892,PR,243147,99359,Juana Díaz Municipio,Juana Díaz Municipio
72,METRO38660M49500,"Yauco, PR HUD Metro FMR Area",354,363,416,575,731,PR,107333,45631,Guánica Municipio,Guánica Municipio
23,METRO38860MM6400,"Portland, ME HUD Metro FMR Area",1040,1126,1459,1924,2312,ME,259236,124565,Cumberland County,Cape Elizabeth town
23,METRO38860MM6450,"York-Kittery-South Berwick, ME HUD Metro FMR Area",1080,1110,1468,1839,2578,ME,42689,22105,York County,Berwick town
23,METRO38860N23005,"Cumberland County, ME (part) HUD Metro FMR Area",826,868,1123,1488,1518,ME,47090,27695,Cumberland County,Baldwin town
23,METRO38860N23023,"Sagadahoc County, ME HUD Metro FMR Area",757,876,1029,1362,1391,ME,35293,18288,Sagadahoc County,Arrowsic town
23,METRO38860N23031,"York County, ME (part) HUD Metro FMR Area",866,926,1147,1447,1631,ME,129790,70065,York County,Acton town
41,METRO38900M38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",1193,1301,1520,2198,2670,OR,2226009,925076,Clackamas County,Clackamas County
12,METRO38940M38940,"Port St. Lucie, FL MSA",914,934,1182,1630,1962,FL,424107,215160,Martin County,Martin County
4,METRO39140M39140,"Prescott, AZ MSA",766,773,1023,1450,1475,AZ,211033,110432,Yavapai County,Yavapai County
25,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",838,948,1130,1416,1668,MA,1198384,519692,Bristol County,Attleboro city
25,METRO39300MM1120,"Taunton-Mansfield-Norton, MA HUD Metro FMR Area",849,1024,1305,1637,1805,MA,111586,44161,Bristol County,Berkley town
25,METRO39300MM1200,"Easton-Raynham, MA HUD Metro FMR Area",1148,1181,1562,2215,2313,MA,36495,13221,Bristol County,Easton town
25,METRO39300MM5400,"New Bedford, MA HUD Metro FMR Area",790,826,992,1243,1341,MA,164150,70278,Bristol County,Acushnet town
44,METRO39300MM5520,"Westerly-Hopkinton-New Shoreham, RI HUD Metro FMR Area",917,943,1248,1741,1815,RI,32026,17586,Washington County,Hopkinton town
44,METRO39300N44005,"Newport-Middleton-Portsmouth, RI HUD Metro FMR Area",976,1145,1466,2120,2575,RI,58211,28985,Newport County,Middletown town
49,METRO39340M39340,"Provo-Orem, UT MSA",684,786,902,1304,1584,UT,526810,151852,Juab County,Juab County
8,METRO39380M39380,"Pueblo, CO MSA",703,708,936,1307,1489,CO,159063,69526,Pueblo County,Pueblo County
12,METRO39460M39460,"Punta Gorda, FL MSA",798,803,1034,1462,1816,FL,159978,100632,Charlotte County,Charlotte County
55,METRO39540M39540,"Racine, WI MSA",593,700,917,1232,1240,WI,195408,82164,Racine County,Racine County
37,METRO39580M39580,"Raleigh, NC MSA",905,1015,1162,1493,1888,NC,1130490,466095,Franklin County,Franklin County
46,METRO39660M39660,"Rapid City, SD HUD Metro FMR Area",625,711,941,1310,1562,SD,100948,44949,Pennington County,Pennington County
46,METRO39660N46033,"Custer County, SD HUD Metro FMR Area",640,720,952,1253,1507,SD,8216,4628,Custer County,Custer County
46,METRO39660N46093,"Meade County, SD HUD Metro FMR Area",579,665,862,1246,1420,SD,25434,11000,Meade County,Meade County
42,METRO39740M39740,"Reading, PA MSA",707,846,1100,1383,1491,PA,411442,164827,Berks County,Berks County
6,METRO39820M39820,"Redding, CA MSA",698,803,1038,1501,1823,CA,177223,77313,Shasta County,Shasta County
32,METRO39900M39900,"Reno, NV MSA",712,867,1109,1603,1948,NV,425417,186831,Storey County,Storey County
51,METRO40060M40060,"Richmond, VA MSA",950,996,1140,1518,1831,VA,1208101,507289,Amelia County,Amelia County
6,METRO40140M40140,"Riverside-San Bernardino-Ontario, CA MSA",895,1068,1335,1861,2310,CA,4224851,1500344,Riverside County,Riverside County
51,METRO40220M40220,"Roanoke, VA HUD Metro FMR Area",560,685,871,1198,1306,VA,252548,115672,Botetourt County,Botetourt County
51,METRO40220N51067,"Franklin County, VA HUD Metro FMR Area",492,559,740,927,1109,VA,56159,29315,Franklin County,Franklin County
27,METRO40340M40340,"Rochester, MN HUD Metro FMR Area",694,783,1024,1405,1728,MN,164335,68442,Dodge County,Dodge County
27,METRO40340N27045,"Fillmore County, MN HUD Metro FMR Area",460,541,716,975,979,MN,20866,9732,Fillmore County,Fillmore County
27,METRO40340N27157,"Wabasha County, MN HUD Metro FMR Area",534,667,831,1202,1460,MN,21676,9997,Wabasha County,Wabasha County
36,METRO40380M40380,"Rochester, NY HUD Metro FMR Area",690,806,1009,1264,1364,NY,1054323,455397,Livingston County,Livingston County
36,METRO40380N36123,"Yates County, NY HUD Metro FMR Area",553,687,807,1087,1091,NY,25348,13491,Yates County,Yates County
17,METRO40420M40420,"Rockford, IL MSA",555,640,846,1142,1228,IL,349431,145935,Boone County,Boone County
37,METRO40580M40580,"Rocky Mount, NC MSA",592,596,774,1057,1187,NC,152392,67124,Edgecombe County,Edgecombe County
13,METRO40660M40660,"Rome, GA MSA",604,641,779,1039,1277,GA,96317,40551,Floyd County,Floyd County
6,METRO40900M40900,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",916,1040,1311,1896,2303,CA,1948278,796739,El Dorado County,El Dorado County
6,METRO40900MM9270,"Yolo, CA HUD Metro FMR Area",1036,1102,1458,2102,2561,CA,200849,75054,Yolo County,Yolo County
26,METRO40980M40980,"Saginaw, MI MSA",547,670,852,1104,1211,MI,200169,86844,Saginaw County,Saginaw County
27,METRO41060M41060,"St. Cloud, MN MSA",635,743,911,1310,1600,MN,189093,78114,Benton County,Benton County
49,METRO41100M41100,"St. George, UT MSA",670,740,946,1355,1662,UT,138115,57734,Washington County,Washington County
20,METRO41140M41140,"St. Joseph, MO-KS MSA",566,631,812,1072,1172,KS,127329,53638,Doniphan County,Doniphan County
17,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",680,763,989,1300,1530,IL,2723642,1197172,Calhoun County,Calhoun County
17,METRO41180N17005,"Bond County, IL HUD Metro FMR Area",524,652,761,953,1124,IL,17768,7089,Bond County,Bond County
17,METRO41180N17117,"Macoupin County, IL HUD Metro FMR Area",502,551,729,993,1027,IL,47765,21584,Macoupin County,Macoupin County
41,METRO41420M41420,"Salem, OR MSA",687,767,1014,1466,1781,OR,390738,151250,Marion County,Marion County
6,METRO41500M41500,"Salinas, CA MSA",1177,1340,1665,2399,2571,CA,415057,139048,Monterey County,Monterey County
24,METRO41540M41540,"Salisbury, MD HUD Metro FMR Area",767,964,1194,1596,2040,MD,98733,41192,Wicomico County,Wicomico County
10,METRO41540N10005,"Sussex County, DE HUD Metro FMR Area",766,879,1140,1647,1863,DE,197145,123036,Sussex County,Sussex County
24,METRO41540N24039,"Somerset County, MD HUD Metro FMR Area",631,821,940,1266,1271,MD,26470,11130,Somerset County,Somerset County
24,METRO41540N24047,"Worcester County, MD HUD Metro FMR Area",791,891,1178,1524,1960,MD,51454,55749,Worcester County,Worcester County
49,METRO41620M41620,"Salt Lake City, UT HUD Metro FMR Area",751,923,1140,1610,1832,UT,1029655,364031,Salt Lake County,Salt Lake County
49,METRO41620N49045,"Tooele County, UT HUD Metro FMR Area",650,796,940,1359,1651,UT,58218,19455,Tooele County,Tooele County
48,METRO41660M41660,"San Angelo, TX MSA",662,788,1031,1392,1656,TX,111823,47427,Irion County,Irion County
48,METRO41700M41700,"San Antonio-New Braunfels, TX HUD Metro FMR Area",738,905,1126,1479,1811,TX,2018181,788322,Bandera County,Bandera County
48,METRO41700N48013,"Atascosa County, TX HUD Metro FMR Area",602,692,916,1168,1352,TX,44911,17631,Atascosa County,Atascosa County
48,METRO41700N48259,"Kendall County, TX HUD Metro FMR Area",835,1027,1271,1592,2232,TX,33410,14055,Kendall County,Kendall County
48,METRO41700N48325,"Medina County, TX HUD Metro FMR Area",565,651,861,1172,1403,TX,46006,17991,Medina County,Medina County
6,METRO41740M41740,"San Diego-Carlsbad, CA MSA",1422,1590,2068,2962,3632,CA,3095313,1164786,San Diego County,San Diego County
6,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",1562,1892,2357,3243,3977,CA,2559296,982812,Alameda County,Alameda County
6,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",2155,2667,3302,4326,4575,CA,1776095,759187,Marin County,Marin County
72,METRO41900M41900,"San German, PR MSA",365,387,443,627,778,PR,137462,69481,Cabo Rojo Municipio,Cabo Rojo Municipio
6,METRO41940M41940,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2062,2446,2999,4045,4642,CA,1781642,631920,Santa Clara County,Santa Clara County
6,METRO41940N06069,"San Benito County, CA HUD Metro FMR Area",1419,1429,1890,2733,3320,CA,55269,17870,San Benito County,San Benito County
72,METRO41980M21940,"Fajardo, PR HUD Metro FMR Area",426,429,561,740,861,PR,70692,38114,Ceiba Municipio,Ceiba Municipio
72,METRO41980MM1310,"Caguas, PR HUD Metro FMR Area",407,459,525,751,858,PR,320919,133743,Caguas Municipio,Caguas Municipio
72,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",465,495,592,785,984,PR,1847867,809656,Aguas Buenas Municipio,Aguas Buenas Municipio
72,METRO41980N72923,"Barranquitas-Aibonito, PR HUD Metro FMR Area",335,365,418,542,565,PR,110648,44350,Aibonito Municipio,Aibonito Municipio
6,METRO42020M42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",1130,1275,1645,2378,2889,CA,269637,117315,San Luis Obispo County,San Luis Obispo County
6,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",1682,1979,2618,3479,3972,CA,262382,104476,Santa Cruz County,Santa Cruz County
35,METRO42140M42140,"Santa Fe, NM MSA",881,999,1151,1514,1670,NM,144170,71267,Santa Fe County,Santa Fe County
6,METRO42200M42200,"Santa Maria-Santa Barbara, CA MSA",1480,1759,2058,2769,3207,CA,423895,152834,Santa Barbara County,Santa Barbara County
6,METRO42220M42220,"Santa Rosa, CA MSA",1334,1540,2008,2903,3509,CA,483878,204572,Sonoma County,Sonoma County
13,METRO42340M42340,"Savannah, GA MSA",885,930,1065,1459,1661,GA,347611,151049,Bryan County,Bryan County
42,METRO42540M42540,"Scranton--Wilkes-Barre, PA MSA",576,677,830,1072,1172,PA,563631,258834,Lackawanna County,Lackawanna County
53,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",1513,1664,2029,2921,3449,WA,2644584,1137920,King County,King County
53,METRO42660MM8200,"Tacoma, WA HUD Metro FMR Area",922,1036,1356,1961,2382,WA,795225,325375,Pierce County,Pierce County
12,METRO42680M42680,"Sebastian-Vero Beach, FL MSA",652,847,1015,1428,1634,FL,138028,76346,Indian River County,Indian River County
12,METRO42700M42700,"Sebring, FL MSA",577,679,898,1173,1276,FL,98786,55386,Highlands County,Highlands County
55,METRO43100M43100,"Sheboygan, WI MSA",502,640,782,980,1133,WI,115507,50766,Sheboygan County,Sheboygan County
48,METRO43300M43300,"Sherman-Denison, TX MSA",635,744,938,1274,1424,TX,120877,53727,Grayson County,Grayson County
22,METRO43340M43340,"Shreveport-Bossier City, LA HUD Metro FMR Area",639,786,907,1145,1315,LA,398604,173669,Bossier Parish,Bossier Parish
22,METRO43340N22119,"Webster Parish, LA HUD Metro FMR Area",492,606,694,993,1014,LA,41207,19336,Webster Parish,Webster Parish
4,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",681,685,879,1271,1544,AZ,131346,59041,Cochise County,Cochise County
19,METRO43580M43580,"Sioux City, IA-NE-SD HUD Metro FMR Area",567,668,883,1106,1194,IA,143577,58083,Woodbury County,Woodbury County
19,METRO43580N19149,"Plymouth County, IA HUD Metro FMR Area",450,559,700,943,946,IA,24986,10550,Plymouth County,Plymouth County
46,METRO43620M43620,"Sioux Falls, SD MSA",655,765,934,1234,1419,SD,228261,95862,Lincoln County,Lincoln County
18,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",566,696,865,1118,1169,IN,266931,114849,St. Joseph County,St. Joseph County
26,METRO43780N26027,"Cass County, MI HUD Metro FMR Area",528,612,810,1037,1095,MI,52293,25887,Cass County,Cass County
45,METRO43900M43900,"Spartanburg, SC HUD Metro FMR Area",582,667,799,1068,1191,SC,284307,122628,Spartanburg County,Spartanburg County
45,METRO43900N45087,"Union County, SC HUD Metro FMR Area",505,522,691,917,998,SC,28961,14153,Union County,Union County
53,METRO44060M44060,"Spokane, WA HUD Metro FMR Area",569,669,885,1266,1484,WA,471221,201434,Spokane County,Spokane County
53,METRO44060N53051,"Pend Oreille County, WA HUD Metro FMR Area",533,627,829,1199,1268,WA,13001,7936,Pend Oreille County,Pend Oreille County
53,METRO44060N53065,"Stevens County, WA HUD Metro FMR Area",508,604,783,1088,1111,WA,43531,21156,Stevens County,Stevens County
17,METRO44100M44100,"Springfield, IL MSA",606,694,894,1135,1208,IL,210170,95555,Menard County,Menard County
25,METRO44140M44140,"Springfield, MA MSA",739,874,1117,1399,1601,MA,621570,254778,Hampden County,Agawam Town city
29,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",582,595,767,1109,1239,MO,388798,171380,Christian County,Christian County
29,METRO44180N29059,"Dallas County, MO HUD Metro FMR Area",498,503,653,829,1069,MO,16777,7662,Dallas County,Dallas County
29,METRO44180N29167,"Polk County, MO HUD Metro FMR Area",535,539,705,1011,1077,MO,31137,13304,Polk County,Polk County
39,METRO44220M44220,"Springfield, OH MSA",529,640,823,1045,1116,OH,138333,61419,Clark County,Clark County
42,METRO44300M44300,"State College, PA MSA",939,961,1103,1558,1653,PA,153990,63297,Centre County,Centre County
51,METRO44420M44420,"Staunton-Waynesboro, VA MSA",688,692,916,1234,1238,VA,118502,52649,Augusta County,Augusta County
6,METRO44700M44700,"Stockton-Lodi, CA MSA",743,875,1157,1673,2032,CA,685306,233755,San Joaquin County,San Joaquin County
45,METRO44940M44940,"Sumter, SC MSA",677,681,833,1138,1291,SC,107456,46011,Sumter County,Sumter County
36,METRO45060M45060,"Syracuse, NY MSA",635,729,910,1153,1299,NY,662577,287712,Madison County,Madison County
12,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",771,823,1015,1359,1491,FL,336637,150274,Gadsden County,Gadsden County
12,METRO45220N12129,"Wakulla County, FL HUD Metro FMR Area",605,816,941,1179,1490,FL,30776,12804,Wakulla County,Wakulla County
12,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",917,978,1209,1584,1915,FL,2783243,1353158,Hernando County,Hernando County
18,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",547,674,852,1100,1197,IN,150950,65197,Clay County,Clay County
18,METRO45460N18153,"Sullivan County, IN HUD Metro FMR Area",539,634,839,1051,1188,IN,21475,8939,Sullivan County,Sullivan County
5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",604,663,847,1080,1332,AR,136027,57774,Miller County,Miller County
5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",461,491,650,883,1004,AR,13171,6460,Little River County,Little River County
12,METRO45540M45540,"The Villages, FL MSA",664,679,898,1222,1226,FL,93420,53026,Sumter County,Sumter County
39,METRO45780M45780,"Toledo, OH MSA",506,595,772,1056,1162,OH,610001,273413,Fulton County,Fulton County
20,METRO45820M45820,"Topeka, KS MSA",576,630,833,1096,1304,KS,233870,103809,Jackson County,Jackson County
34,METRO45940M45940,"Trenton, NJ MSA",974,1175,1478,1899,2167,NJ,366513,143169,Mercer County,Mercer County
4,METRO46060M46060,"Tucson, AZ MSA",617,726,960,1388,1641,AZ,980263,440909,Pima County,Pima County
40,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",606,714,922,1238,1401,OK,880832,384184,Creek County,Creek County
40,METRO46140N40111,"Okmulgee County, OK HUD Metro FMR Area",515,557,700,942,1113,OK,40069,17891,Okmulgee County,Okmulgee County
40,METRO46140N40117,"Pawnee County, OK HUD Metro FMR Area",465,564,700,948,1151,OK,16577,7745,Pawnee County,Pawnee County
1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",699,750,900,1161,1217,AL,210416,92527,Hale County,Hale County
1,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",478,481,628,846,849,AL,19746,9483,Pickens County,Pickens County
48,METRO46340M46340,"Tyler, TX MSA",784,789,959,1244,1525,TX,209714,87309,Smith County,Smith County
15,METRO46520M46520,"Urban Honolulu, HI MSA",1490,1675,2215,3203,3891,HI,953207,336899,Honolulu County,Honolulu County
36,METRO46540M46540,"Utica-Rome, NY MSA",591,647,836,1047,1140,NY,299397,137561,Herkimer County,Herkimer County
13,METRO46660M46660,"Valdosta, GA MSA",571,575,747,1057,1312,GA,139588,57434,Brooks County,Brooks County
6,METRO46700M46700,"Vallejo-Fairfield, CA MSA",1052,1267,1544,2232,2708,CA,413344,152698,Solano County,Solano County
48,METRO47020M47020,"Victoria, TX MSA",733,830,1016,1324,1406,TX,94003,39127,Goliad County,Goliad County
34,METRO47220M47220,"Vineland-Bridgeton, NJ MSA",891,990,1301,1727,2053,NJ,156898,55834,Cumberland County,Cumberland County
37,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",987,993,1185,1667,2080,NC,1664625,682853,Currituck County,Currituck County
37,METRO47260N37073,"Gates County, NC HUD Metro FMR Area",608,612,730,1055,1282,NC,12197,5208,Gates County,Gates County
6,METRO47300M47300,"Visalia-Porterville, CA MSA",741,746,987,1378,1628,CA,442179,141696,Tulare County,Tulare County
48,METRO47380M47380,"Waco, TX HUD Metro FMR Area",608,668,875,1195,1408,TX,234906,95124,McLennan County,McLennan County
48,METRO47380N48145,"Falls County, TX HUD Metro FMR Area",496,538,711,891,1133,TX,17866,7724,Falls County,Falls County
53,METRO47460N53013,"Columbia County, WA HUD Metro FMR Area",626,727,961,1268,1299,WA,4078,2136,Columbia County,Columbia County
53,METRO47460N53071,"Walla Walla County, WA HUD Metro FMR Area",659,767,1015,1468,1504,WA,58781,23451,Walla Walla County,Walla Walla County
13,METRO47580M47580,"Warner Robins, GA HUD Metro FMR Area",714,838,961,1238,1571,GA,139900,58325,Houston County,Houston County
