state,cbsasub19,areaname19,rent50_0,rent50_1,rent50_2,rent50_3,rent50_4,state_alpha,pop2010,hu2010,cntyname,name
37,METRO16740N37097,"Iredell County, NC HUD Metro FMR Area",824,846,968,1278,1700,NC,159437,69013,Iredell County,Iredell County
37,METRO16740N37109,"Lincoln County, NC HUD Metro FMR Area",695,700,825,1130,1449,NC,78265,33641,Lincoln County,Lincoln County
37,METRO16740N37159,"Rowan County, NC HUD Metro FMR Area",663,719,895,1188,1210,NC,138428,60211,Rowan County,Rowan County
45,METRO16740N45023,"Chester County, SC HUD Metro FMR Area",565,569,753,1012,1153,SC,33140,14701,Chester County,Chester County
45,METRO16740N45057,"Lancaster County, SC HUD Metro FMR Area",545,646,849,1125,1148,SC,76652,32687,Lancaster County,Lancaster County
51,METRO16820M16820,"Charlottesville, VA HUD Metro FMR Area",919,1237,1431,1793,2174,VA,201559,89134,Albemarle County,Albemarle County
51,METRO16820N51029,"Buckingham County, VA HUD Metro FMR Area",538,732,838,1080,1417,VA,17146,7244,Buckingham County,Buckingham County
13,METRO16860M16860,"Chattanooga, TN-GA MSA",625,741,905,1174,1436,GA,528143,234440,Catoosa County,Catoosa County
56,METRO16940M16940,"Cheyenne, WY MSA",666,671,887,1230,1558,WY,91738,40462,Laramie County,Laramie County
17,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",998,1140,1323,1683,2013,IL,8316650,3332436,Cook County,Cook County
17,METRO16980MM2050,"DeKalb County, IL HUD Metro FMR Area",694,788,1036,1477,1746,IL,105160,41079,DeKalb County,DeKalb County
18,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",624,794,972,1231,1359,IN,674592,280959,Lake County,Lake County
17,METRO16980MM3170,"Grundy County, IL HUD Metro FMR Area",881,887,1173,1584,1586,IL,50063,19996,Grundy County,Grundy County
17,METRO16980MM3780,"Kendall County, IL HUD Metro FMR Area",1038,1045,1382,1998,2415,IL,114736,40321,Kendall County,Kendall County
55,METRO16980MM3800,"Kenosha County, WI HUD Metro FMR Area",625,736,973,1275,1465,WI,166426,69288,Kenosha County,Kenosha County
18,METRO16980N18073,"Jasper County, IN HUD Metro FMR Area",651,661,855,1101,1502,IN,33478,13168,Jasper County,Jasper County
6,METRO17020M17020,"Chico, CA MSA",859,951,1216,1758,2042,CA,220000,95835,Butte County,Butte County
18,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",629,722,952,1317,1523,IN,2037556,878615,Dearborn County,Dearborn County
39,METRO17140MM1220,"Brown County, OH HUD Metro FMR Area",532,606,802,1130,1165,OH,44846,19301,Brown County,Brown County
21,METRO17140MM3020,"Grant County, KY HUD Metro FMR Area",657,661,833,1204,1447,KY,24662,9942,Grant County,Grant County
18,METRO17140N18161,"Union County, IN HUD Metro FMR Area",524,633,790,990,1101,IN,7516,3239,Union County,Union County
21,METRO17300M17300,"Clarksville, TN-KY MSA",597,731,920,1295,1490,KY,260625,107367,Christian County,Christian County
47,METRO17420M17420,"Cleveland, TN MSA",540,635,840,1077,1297,TN,115788,49386,Bradley County,Bradley County
39,METRO17460M17460,"Cleveland-Elyria, OH MSA",607,723,892,1176,1235,OH,2077240,955756,Cuyahoga County,Cuyahoga County
16,METRO17660M17660,"Coeur d'Alene, ID MSA",659,685,889,1278,1561,ID,138494,63177,Kootenai County,Kootenai County
48,METRO17780M17780,"College Station-Bryan, TX MSA",698,811,963,1392,1691,TX,228660,95016,Brazos County,Brazos County
8,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",736,897,1145,1656,2011,CO,622263,252852,El Paso County,El Paso County
8,METRO17820N08119,"Teller County, CO HUD Metro FMR Area",723,851,1126,1628,1910,CO,23350,12643,Teller County,Teller County
29,METRO17860M17860,"Columbia, MO MSA",627,696,848,1151,1489,MO,162642,69551,Boone County,Boone County
45,METRO17900M17900,"Columbia, SC HUD Metro FMR Area",724,903,1034,1353,1694,SC,705901,303992,Calhoun County,Calhoun County
45,METRO17900N45055,"Kershaw County, SC HUD Metro FMR Area",681,715,819,1153,1439,SC,61697,27478,Kershaw County,Kershaw County
1,METRO17980M17980,"Columbus, GA-AL MSA",694,771,930,1268,1634,AL,294865,128214,Russell County,Russell County
18,METRO18020M18020,"Columbus, IN MSA",760,765,914,1185,1235,IN,76794,33098,Bartholomew County,Bartholomew County
39,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",688,815,1024,1311,1524,OH,1784236,772911,Delaware County,Delaware County
39,METRO18140N39073,"Hocking County, OH HUD Metro FMR Area",569,572,683,988,1200,OH,29380,13417,Hocking County,Hocking County
39,METRO18140N39127,"Perry County, OH HUD Metro FMR Area",509,574,759,1004,1149,OH,36058,15211,Perry County,Perry County
39,METRO18140N39159,"Union County, OH HUD Metro FMR Area",669,754,997,1311,1352,OH,52300,19429,Union County,Union County
48,METRO18580M18580,"Corpus Christi, TX HUD Metro FMR Area",885,940,1190,1591,1849,TX,405027,167554,Nueces County,Nueces County
48,METRO18580N48007,"Aransas County, TX HUD Metro FMR Area",720,847,970,1403,1473,TX,23158,15355,Aransas County,Aransas County
41,METRO18700M18700,"Corvallis, OR MSA",805,929,1118,1616,1964,OR,85579,36245,Benton County,Benton County
12,METRO18880M18880,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",911,916,1070,1502,1879,FL,180822,92407,Okaloosa County,Okaloosa County
12,METRO18880N12131,"Walton County, FL HUD Metro FMR Area",778,798,914,1322,1605,FL,55043,45132,Walton County,Walton County
24,METRO19060M19060,"Cumberland, MD-WV MSA",532,615,726,984,1224,MD,103299,46350,Allegany County,Allegany County
48,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",905,1070,1300,1732,2251,TX,4230520,1657686,Collin County,Collin County
48,METRO19100MM2800,"Fort Worth-Arlington, TX HUD Metro FMR Area",805,911,1140,1558,1976,TX,2076895,818150,Johnson County,Johnson County
48,METRO19100N48221,"Hood County, TX HUD Metro FMR Area",753,890,1075,1450,1805,TX,51182,24951,Hood County,Hood County
48,METRO19100N48425,"Somervell County, TX HUD Metro FMR Area",620,726,885,1239,1527,TX,8490,3674,Somervell County,Somervell County
48,METRO19100N48497,"Wise County, TX HUD Metro FMR Area",769,924,1099,1377,1549,TX,59127,23781,Wise County,Wise County
13,METRO19140M19140,"Dalton, GA HUD Metro FMR Area",577,659,758,1046,1133,GA,102599,39899,Whitfield County,Whitfield County
13,METRO19140N13213,"Murray County, GA HUD Metro FMR Area",557,561,727,962,1064,GA,39628,15979,Murray County,Murray County
17,METRO19180M19180,"Danville, IL MSA",506,607,787,995,1064,IL,81625,36318,Vermilion County,Vermilion County
1,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",816,835,959,1352,1622,AL,182265,104061,Baldwin County,Baldwin County
17,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",589,687,880,1152,1299,IL,379690,167110,Henry County,Henry County
39,METRO19380M19380,"Dayton, OH MSA",556,636,836,1118,1261,OH,799232,367272,Greene County,Greene County
1,METRO19460M19460,"Decatur, AL MSA",473,557,718,927,986,AL,153829,66422,Lawrence County,Lawrence County
17,METRO19500M19500,"Decatur, IL MSA",508,611,790,1083,1125,IL,110768,50475,Macon County,Macon County
12,METRO19660M19660,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",741,918,1145,1541,1768,FL,494593,254226,Volusia County,Volusia County
12,METRO19660M37380,"Palm Coast, FL HUD Metro FMR Area",985,991,1190,1597,1788,FL,95696,48595,Flagler County,Flagler County
8,METRO19740M19740,"Denver-Aurora-Lakewood, CO MSA",1118,1308,1638,2302,2674,CO,2543482,1078837,Adams County,Adams County
19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",655,786,971,1308,1448,IA,569633,240203,Dallas County,Dallas County
26,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",665,806,1035,1350,1468,MI,4115283,1813728,Lapeer County,Lapeer County
26,METRO19820MM0440,"Livingston County, MI HUD Metro FMR Area",690,813,1046,1450,1798,MI,180967,72809,Livingston County,Livingston County
1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",553,557,732,972,1124,AL,128337,58006,Geneva County,Geneva County
1,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",503,561,642,820,1128,AL,17302,8891,Henry County,Henry County
10,METRO20100M20100,"Dover, DE MSA",910,933,1103,1584,1910,DE,162310,65338,Kent County,Kent County
19,METRO20220M20220,"Dubuque, IA MSA",546,643,850,1135,1363,IA,93653,38951,Dubuque County,Dubuque County
27,METRO20260M20260,"Duluth, MN-WI MSA",670,717,932,1200,1488,MN,279771,141539,Carlton County,Carlton County
37,METRO20500M20500,"Durham-Chapel Hill, NC HUD Metro FMR Area",893,965,1129,1535,1738,NC,464893,204567,Chatham County,Chatham County
37,METRO20500N37145,"Person County, NC HUD Metro FMR Area",486,569,752,1003,1016,NC,39464,18193,Person County,Person County
42,METRO20700M20700,"East Stroudsburg, PA MSA",788,930,1187,1627,1852,PA,169842,80359,Monroe County,Monroe County
55,METRO20740M20740,"Eau Claire, WI MSA",550,647,856,1158,1355,WI,161151,69336,Chippewa County,Chippewa County
6,METRO20940M20940,"El Centro, CA MSA",644,772,1003,1312,1744,CA,174528,56067,Imperial County,Imperial County
21,METRO21060M21060,"Elizabethtown, KY HUD Metro FMR Area",570,608,804,1162,1412,KY,119736,49433,Hardin County,Hardin County
21,METRO21060N21163,"Meade County, KY HUD Metro FMR Area",512,599,755,1092,1316,KY,28602,11762,Meade County,Meade County
18,METRO21140M21140,"Elkhart-Goshen, IN MSA",546,649,850,1065,1198,IN,197559,77767,Elkhart County,Elkhart County
36,METRO21300M21300,"Elmira, NY MSA",684,719,905,1166,1223,NY,88830,38369,Chemung County,Chemung County
48,METRO21340M21340,"El Paso, TX HUD Metro FMR Area",576,732,897,1283,1529,TX,800647,270307,El Paso County,El Paso County
48,METRO21340N48229,"Hudspeth County, TX HUD Metro FMR Area",562,713,874,1095,1489,TX,3476,1527,Hudspeth County,Hudspeth County
40,METRO21420M21420,"Enid, OK MSA",521,613,811,1144,1285,OK,60580,26831,Garfield County,Garfield County
42,METRO21500M21500,"Erie, PA MSA",648,673,866,1095,1171,PA,280566,119138,Erie County,Erie County
41,METRO21660M21660,"Eugene-Springfield, OR MSA",715,823,1089,1575,1849,OR,351715,156112,Lane County,Lane County
18,METRO21780M21780,"Evansville, IN-KY MSA",608,659,848,1094,1146,IN,311552,138733,Posey County,Posey County
2,METRO21820M21820,"Fairbanks, AK MSA",922,1085,1435,2075,2521,AK,97581,41783,Fairbanks North Star Borough,Fairbanks North Star Borough
27,METRO22020M22020,"Fargo, ND-MN MSA",587,723,899,1300,1579,MN,208777,91897,Clay County,Clay County
35,METRO22140M22140,"Farmington, NM MSA",704,711,827,1077,1119,NM,130044,49341,San Juan County,San Juan County
37,METRO22180M22180,"Fayetteville, NC HUD Metro FMR Area",805,810,965,1347,1652,NC,319431,135524,Cumberland County,Cumberland County
37,METRO22180N37093,"Hoke County, NC HUD Metro FMR Area",686,690,815,1178,1432,NC,46952,18211,Hoke County,Hoke County
5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",582,623,806,1149,1416,AR,440121,188373,Benton County,Benton County
29,METRO22220N29119,"McDonald County, MO HUD Metro FMR Area",485,569,668,869,905,MO,23083,9925,McDonald County,McDonald County
4,METRO22380M22380,"Flagstaff, AZ MSA",966,1084,1331,1733,2096,AZ,134421,63321,Coconino County,Coconino County
26,METRO22420M22420,"Flint, MI MSA",515,607,802,1057,1095,MI,425790,192180,Genesee County,Genesee County
45,METRO22500M22500,"Florence, SC HUD Metro FMR Area",648,652,840,1063,1204,SC,136885,58666,Florence County,Florence County
45,METRO22500N45031,"Darlington County, SC HUD Metro FMR Area",538,641,753,982,1042,SC,68681,30297,Darlington County,Darlington County
1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",564,568,717,943,1201,AL,147137,69549,Colbert County,Colbert County
55,METRO22540M22540,"Fond du Lac, WI MSA",587,633,807,1068,1185,WI,101633,43910,Fond du Lac County,Fond du Lac County
8,METRO22660M22660,"Fort Collins, CO MSA",947,1088,1330,1923,2336,CO,299630,132722,Larimer County,Larimer County
5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",510,545,721,986,1178,AR,230083,99422,Crawford County,Crawford County
40,METRO22900N40079,"Le Flore County, OK HUD Metro FMR Area",549,552,700,917,1001,OK,50384,21448,Le Flore County,Le Flore County
18,METRO23060M23060,"Fort Wayne, IN MSA",547,649,821,1058,1158,IN,416257,178124,Allen County,Allen County
6,METRO23420M23420,"Fresno, CA MSA",710,818,1016,1449,1684,CA,930450,315531,Fresno County,Fresno County
1,METRO23460M23460,"Gadsden, AL MSA",538,542,717,905,1050,AL,104430,47454,Etowah County,Etowah County
12,METRO23540M23540,"Gainesville, FL MSA",740,824,1011,1320,1468,FL,264275,120073,Alachua County,Alachua County
13,METRO23580M23580,"Gainesville, GA MSA",744,820,939,1253,1339,GA,179684,68825,Hall County,Hall County
42,METRO23900M23900,"Gettysburg, PA MSA",687,803,1010,1318,1600,PA,101407,40820,Adams County,Adams County
36,METRO24020M24020,"Glens Falls, NY MSA",694,799,1007,1292,1437,NY,128923,67570,Warren County,Warren County
37,METRO24140M24140,"Goldsboro, NC MSA",613,617,816,1045,1362,NC,122623,52949,Wayne County,Wayne County
27,METRO24220M24220,"Grand Forks, ND-MN MSA",573,669,862,1246,1514,MN,98461,43954,Polk County,Polk County
